"CATEGORY_NAME","CONTENT_ID","CONTENT_NAME","DEPTH","EXPIRE_DATE","LAST_UPDATED_DATE","PUBLISH_DATE","STATUS","SUMMARY_TEXT","TEXT","URL",
"News",448869,"Asian American and Pacific Islander Heritage Month in Portland",1,"","2013-05-21 18:13:42 UTC","2013-05-20 21:15:00 UTC","A","May 16, 2013","<p><img class=""content-left"" title=""Council photo"" src=""/shared/cfm/image.cfm?id=448868"" alt=""Council photo"" width=""309"" height=""206"" /><span class=""userContent"">API members of OEHR and BHR pose with City Council as Mayor Hales proclaims May as Asian American and Pacific Islander Heritage Month in Portland on May 16, 2013</span></p>","https://www.portlandoregon.gov/oehr/article/448869",
"News",448871,"Somali Community Center Opens",1,"","2013-05-21 18:13:06 UTC","2013-05-20 21:22:00 UTC","A","April 27, 2013","<div class=""fbPhotoCaption""><span class=""fbPhotoCaptionText""><img class=""content-left"" title=""Somali Center"" src=""/shared/cfm/image.cfm?id=448870"" alt=""Somali Center"" width=""292"" height=""214"" /></span><span class=""fbPhotoCaptionText"">The Somali Community Center opened on April 27th, 2013. It is the first center that represents all Somali based organizations in Oregon.</span></div>
<div class=""fbPhotoCaption"">&nbsp;</div>
<div class=""fbPhotoCaption""><em><span class=""fbPhotoCaptionText"">(left to right: Commissioner Steve Novick, Abdisalan Muse, Musse Olol, U.S. Attorney S. Amanda Marshall, OEHR Director Dante J. James, and Shamsa Abdurahman)</span></em></div>","https://www.portlandoregon.gov/oehr/article/448871",
"News",449178,"ENGAGE ""Hear our Voices!""",1,"","2013-05-21 23:17:49 UTC","2013-05-21 23:15:00 UTC","A","May 4, 2013","<p><span class=""userContent""><img class=""content-left"" title=""IRCO Engage photo"" src=""/shared/cfm/image.cfm?id=449177"" alt=""IRCO Engage photo"" width=""250"" height=""187.353629977"" /></span><span class=""userContent"">IRCO&rsquo;s Diversity and Civic Leadership program presented results of the ENGAGE ""Hear our Voices!"" survey of more than 250 members from 25 different ethnic communities around the Portland Metro area. The group presented their findings to government leaders and public involvement staff at City Hall on May 4, 2013.</span></p>","https://www.portlandoregon.gov/oehr/article/449178",
"News",454889,"Commissioner Fritz Addresses Hearing Loss Assoc. of America Conference",1,"","2013-07-01 20:03:09 UTC","2013-07-01 20:00:00 UTC","A","June 27, 2013","<p><img class=""content-left"" title=""Commissioner Amanda Fritz"" src=""/shared/cfm/image.cfm?id=454888"" alt=""Commissioner Amanda Fritz"" width=""400"" height=""197"" />Amanda Fritz, Portland City Commissioner, spoke at the opening of the Hearing Loss Association of America (HLAA) 2013 Convention on Thursday, June 27. She welcomed the attendees to the City of Roses and cited a number of advances for people with disabilities in Portland which included the Model Employer Plan and a captioning plan for all online and cablecast digital media.</p>
<p>&nbsp;</p>
<p>Following a receptive applause from the audience, the incoming HLAA executive director, Anna Gilmore Hall, said, &ldquo;There was a reason we picked Portland and that&rsquo;s it,&rdquo; referring to the proactive actions made by the city in regards to disability rights and being the HLAA&rsquo;s choice for its national convention this year.</p>","https://www.portlandoregon.gov/oehr/article/454889",
"News",456216,"We Are Portland Awards",1,"","2013-07-15 14:00:56 UTC","2013-07-15 13:57:00 UTC","A","Join us at IRCO on July 26, 2013","<p><img class=""content-left"" title=""2012 We Are Portland Awards"" src=""/shared/cfm/image.cfm?id=456215"" alt=""2012 We Are Portland Awards"" width=""300"" height=""210"" />The Office of Equity and Human Rights (OEHR) hosts the Annual ""We Are Portland"" Awards on Friday, July 26, 2013 at Immigrant &amp; Refugee Community Organization (IRCO) on&nbsp;10301 NE Glisan St&nbsp;&nbsp;Portland, OR. The public is invited to attend the ceremony which runs from 10:00 to 11:00 a.m.</p>
<p><br />The ""We Are Portland"" Awards honor civic activists and City employees who have worked to further the City of Portland&rsquo;s immigrant integration initiatives.&nbsp;Special recognition will be given to Commissioner Amanda Fritz and retiring East Police Precinct Commander, Michael Lee.</p>
<p><br />""Commissioner Fritz is widely seen by immigrant and refugee communities as championing their concerns,"" said OEHR New Portlander Program Coordinator, Ronault ""Polo"" Catalani. ""And&nbsp;Commander Lee has opened his precinct&rsquo;s doors to newcomer families by facilitating community policing sessions and building working relationships with ethnic minority elders and activists.""</p>
<p><br />Portland&rsquo;s Office of Equity and Human Rights' New Portlander Program was recently invited to New York CIty by Mayor Michael Bloomberg to present its best-practices models at the Mayor's First Convening of Cities for Immigrant Integration.</p>","https://www.portlandoregon.gov/oehr/article/456216",
"News",456973,"Humane treatment of homeless campers",1,"","2013-07-23 18:29:16 UTC","2013-07-23 18:26:00 UTC","A","OEHR working with Mayor’s Office to ensure humane treatment of homeless campers","<p>PORTLAND &ndash; The City of Portland&rsquo;s Office of Equity and Human Rights (OEHR) is working with Mayor Charlie Hales&rsquo; office to help ensure that the process of moving homeless campers from the vicinity of City Hall is handled humanely.<br /><br />&ldquo;We are concerned with the well-being and human rights of the homeless and do not want the public to conflate homelessness with criminal behavior,&rdquo; said OEHR Bureau Director, Dante J. James. &ldquo;We hope to get those who are homeless connected to services and organizations that might be able to help&mdash;in the short term. Obviously, we hope the City can also help create long-term solutions to address homelessness.&rdquo;<br /><br />Members of the non-profit organization, <a title=""JOIN Website"" href=""http://www.joinpdx.com/"">JOIN</a>, have been on hand at City Hall to advise the homeless campers about services and housing options.<br /><br />OEHR is also concerned about the safety and accessibility of the area around City Hall, specifically for people with disabilities. With homeless campers on the sidewalks, people who use wheelchairs or canes have issues navigating safely near City buildings.<br /><br />The Office of Equity and Human Rights (OEHR) focuses on removing systemic barriers to fair and just distribution of resources, access, and opportunity. This focus includes ensuring that City of Portland workplaces and events are inclusive and welcoming.</p>","https://www.portlandoregon.gov/oehr/article/456973",
"News",458293,"OEHR admits error and will recognize Capt. Mark Kruger",1,"","2013-08-05 16:55:03 UTC","2013-08-05 16:20:00 UTC","A","Capt. Kruger will receive ""We are Portland"" Award","<p>PORTLAND &ndash; The Office of Equity and Human Rights (OEHR) will present a &ldquo;We Are Portland&rdquo; award to Portland Police Bureau&rsquo;s Capt. Mark Kruger on August 13, 2013. On July 26, 2013, 84 civic activists and City employees were honored for their work in furthering the City of Portland&rsquo;s immigrant integration initiatives and Capt. Kruger was slated to receive the award. When a community opinion leader contacted OEHR staff the evening before the event expressing concern about past charges and allegations against Capt. Kruger, the decision was made to ask Kruger to accept his award at a different time and venue.</p>
<p><br />&ldquo;Postponing the award presentation to Capt. Kruger was my judgment call based on the last minute concern of a respected community leader. It was ultimately not the right decision,&rdquo; said Dante James, OEHR Bureau Director. &ldquo;Any concerns about his past should be addressed in a separate venue. We will recognize Capt. Kruger for his current work and dedication to our city&rsquo;s immigrant and refugee community with our apologies for the delay.&rdquo;</p>
<p><br />OEHR respects community concerns about Portland Police Bureau and has offered to facilitate a public discussion to build understanding and reconciliation between the Police and community members.</p>
<p><br />Capt. Kruger has fostered working relationships with Portland&rsquo;s newcomer community elders and activists, and has partnered with OEHR&rsquo;s New Portlander Programs in presenting the &ldquo;Know your Tenant Rights&rdquo; and &ldquo;Know Your Police&rdquo; workshop series. The programs brought 40 refugee tenants with critical residence and neighborhood livability issues into the East Precinct for trainings on Oregon tenant rights, Portland Police crime prevention, and law enforcement services.</p>","https://www.portlandoregon.gov/oehr/article/458293",
"News",458971,"Flyer Targets People with Disabilities",1,"","2013-08-08 23:42:05 UTC","2013-08-08 18:00:00 UTC","A","","<p>People with disabilities are now the target of a hate group in the Portland area. Neighborhoods are being littered with this handbill attacking people with disabilities who receive public assistance. With an underlying tone of violence, this vigilante attack states that people's names are being posted where they can be seen by taxpayers. The author suggests that receiving benefits makes people with disabilities a threat to the republic.</p>
<p><br />The <a title=""PCOD website"" href=""/oehr/62222"">Portland Commission on Disability</a> requests that anyone who has received or seen this flyer to please <a title=""email"" href=""mailto:patrick.philpott@portlandoregon.gov"">report it</a> so they may track it. Thanks to Human Rights Commissioner, Linda McKim-Bell for bringing this to the Commission's attention.</p>
<p>&nbsp;</p>
<p><img class=""content-center"" title=""Flyer targeting people with disabilities"" src=""/shared/cfm/image.cfm?id=458972"" alt=""Flyer targeting people with disabilities"" width=""635"" height=""476"" /></p>
<p>&nbsp;</p>
<p>&nbsp;</p>
<p>&nbsp;</p>
<p><strong>UPDATE: </strong>Flyers have reportedly been received in the following neighborhoods: Irvington, Arbor Lodge, SW Hills, Laurelhurst, and Eliot.</p>","https://www.portlandoregon.gov/oehr/article/458971",
"News",470722,"Ronault ""Polo"" Catalani Earns MET Leadership Award",1,"","2013-11-15 18:46:27 UTC","2013-11-15 18:29:00 UTC","A","","<p><img class=""content-center"" title=""Photo of Polo and Wajdi"" src=""/shared/cfm/image.cfm?id=470721"" alt=""Photo of Polo and Wajdi"" width=""400"" height=""314"" />On November 9th 2013, the Muslim Educational Trust (MET) celebrated&nbsp;its Annual Award/Auction/Appreciation Night&nbsp;by recognizing dedicated individuals for their positive contribution to MET and the community at large.<br /><br />Ronault ""Polo"" Catalani from the Office of Equity and Human Rights was honored for his community&nbsp;leadership and New Portlander Program projects.</p>
<p>&nbsp;</p>
<p>Others honored at the event:&nbsp;</p>
<p><strong>MET Lifetime Achievement Award:</strong></p>
<ul>
<li>Jahed Sukhun,&nbsp;<em>MET Vice President</em></li>
</ul>
<p><strong>Friends of MET Award:</strong></p>
<ul>
<li>
<p>Denny Doyle, <em>Mayor - City of Beaverton</em></p>
</li>
<li>
<p>Don Mazziotti,Community Development Director - <em>City of Beaverton</em></p>
</li>
</ul>
<p><strong>Leadership Award:</strong></p>
<ul>
<li>
<p>Mohamed Kabira, <em>President -&nbsp;Masjid Al-Furqan</em></p>
</li>
<li>
<p>Imtiaz Khan, <em>President - Masjid As-Saber</em></p>
</li>
<li>
<p>Diaa Eldin Nassar,<em><em>Vice President - Intel Muslim Employee Group </em></em></p>
<strong></strong></li>
</ul>
<p>&nbsp;</p>
<p>&nbsp;</p>
<p><br />&nbsp;</p>","https://www.portlandoregon.gov/oehr/article/470722",
"News",472603,"Office of Equity and Human Rights urges Portland Police to reinforce professional behavior in light of recent racial slur allegation",1,"","2013-12-04 22:09:52 UTC","2013-12-04 22:07:00 UTC","A","","<p>The Director of City of Portland&rsquo;s Office of Equity and Human Rights (OEHR), Dante J. James, is urging Portland Police Bureau (PPB) to respond to recent reports in <em><a title=""News story"" href=""http://www.portlandmercury.com/portland/courtesy-rule/Content?oid=11108526"">The Portland Mercury</a></em> and <em><a title=""News story"" href=""http://www.oregonlive.com/portland/index.ssf/2013/12/portland_police_officer_caught.html#incart_river"">The Oregonian</a></em> as an opportunity for daily training and reminders. The newspapers reported that a Portland Police Officer used the word, &ldquo;nigger,&rdquo; during an interaction with a Black community member on October 5, 2013.</p>
<p>&nbsp;</p>
<p>OEHR commends PPB for racial sensitivity training given to Command Staff and Sergeants that was organized by Portland&rsquo;s <a title=""CPRC Link"" href=""/oehr/62275"">Community and Police Relations Committee&rsquo;s training subcommittee</a>. For street officers who interact with community members every day, James recommends that PPB use this recent racial slur allegation as an opportunity to discuss professionalism at every roll call, in every training session, and in off-line discussions.</p>
<p>&nbsp;</p>
<p>James reinforced to PPB leadership that the word, &ldquo;nigger&rdquo; can never be used by a White officer in interactions with someone on the street.&nbsp;He stated, &ldquo;People will argue that it is a double standard because some Black people use the word.&nbsp;This is not an argument about who gets to use the word. This is an opportunity for PPB to remind its staff that ANY pejorative of this type is unacceptable.&nbsp;This is about professionalism, plain and simple, and this is the conversation that needs to happen.&rdquo;</p>
<p>&nbsp;</p>
<p>Chief Mike Reese responded positively to James and noted that he will be discussing this matter with PPB Leadership Staff immediately.</p>","https://www.portlandoregon.gov/oehr/article/472603",
